,form_type_description,filing_date,reporting_date,company_url,company_cik
1,PREC14A	Preliminary proxy statements contested solicitations,	2022-04-04		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312522095108/0001193125-22-095108-index.htm,0000063908
484,424B2	Prospectus [Rule 424(b)(2)],	2010-07-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910040549/0001104659-10-040549-index.htm,0000063908
485,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2010-07-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910040251/0001104659-10-040251-index.htm,0000063908
486,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2010-07-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910040250/0001104659-10-040250-index.htm,0000063908
487,8-K	Current report,	2010-07-23,	2010-07-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510164515/0001193125-10-164515-index.htm,0000063908
488,424B2	Prospectus [Rule 424(b)(2)],	2010-07-01		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465910036639/0001104659-10-036639-index.htm,0000063908
489,11-K	Annual report of employee stock purchase savings and similar plans,	2010-06-21,	2009-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510143196/0001193125-10-143196-index.htm,0000063908
490,8-K	Current report,	2010-06-09,	2010-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510135583/0001193125-10-135583-index.htm,0000063908
491,8-K	Current report,	2010-05-24,	2010-05-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510127185/0001193125-10-127185-index.htm,0000063908
492,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2010-05-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510121536/0001193125-10-121536-index.htm,0000063908
493,8-K	Current report,	2010-05-11,	2010-05-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000048/0000063908-10-000048-index.htm,0000063908
494,10-Q	Quarterly report [Sections 13 or 15(d)],	2010-05-06,	2010-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510110148/0001193125-10-110148-index.htm,0000063908
495,8-K	Current report,	2010-04-21,	2010-04-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510088322/0001193125-10-088322-index.htm,0000063908
496,ARS	Annual Report to Security Holders,	2010-04-12,	2009-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999710009094/9999999997-10-009094-index.htm,0000063908
497,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2010-04-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510080081/0001193125-10-080081-index.htm,0000063908
498,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2010-04-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510080080/0001193125-10-080080-index.htm,0000063908
499,DEF 14A	Other definitive proxy statements,	2010-04-09,	2010-05-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510080079/0001193125-10-080079-index.htm,0000063908
500,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-03-31		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000046/0000063908-10-000046-index.htm,0000063908
501,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-03-31		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000044/0000063908-10-000044-index.htm,0000063908
502,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-03-31		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000042/0000063908-10-000042-index.htm,0000063908
503,8-K	Current report,	2010-03-09,	2010-03-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000037/0000063908-10-000037-index.htm,0000063908
504,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2010-02-26,	2009-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510042025/0001193125-10-042025-index.htm,0000063908
505,EFFECT	Notice of Effectiveness,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999510000561/9999999995-10-000561-index.htm,0000063908
506,EFFECT	Notice of Effectiveness,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999510000550/9999999995-10-000550-index.htm,0000063908
507,EFFECT	Notice of Effectiveness,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999510000562/9999999995-10-000562-index.htm,0000063908
508,EFFECT	Notice of Effectiveness,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999510000549/9999999995-10-000549-index.htm,0000063908
509,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000035/0000063908-10-000035-index.htm,0000063908
510,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000034/0000063908-10-000034-index.htm,0000063908
511,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000033/0000063908-10-000033-index.htm,0000063908
512,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000032/0000063908-10-000032-index.htm,0000063908
513,S-8 POS	Securities to be offered to employees in employee benefit plans post-effective amendments,	2010-02-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000031/0000063908-10-000031-index.htm,0000063908
514,POS AM	Post-Effective amendments for registration statement,	2010-02-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000021/0000063908-10-000021-index.htm,0000063908
515,POS AM	Post-Effective amendments for registration statement,	2010-02-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000019/0000063908-10-000019-index.htm,0000063908
516,POS AM	Post-Effective amendments for registration statement,	2010-02-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000017/0000063908-10-000017-index.htm,0000063908
517,POS AM	Post-Effective amendments for registration statement,	2010-02-18		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000015/0000063908-10-000015-index.htm,0000063908
518,8-K	Current report,	2010-02-16,	2010-02-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000008/0000063908-10-000008-index.htm,0000063908
519,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2010-02-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506610001880/0000315066-10-001880-index.htm,0000063908
520,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2010-02-12		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510030213/0001193125-10-030213-index.htm,0000063908
521,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2010-02-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342310000050/0000903423-10-000050-index.htm,0000063908
522,8-K	Current report,	2010-02-10,	2010-02-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000005/0000063908-10-000005-index.htm,0000063908
523,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2010-02-10		,,https://www.sec.gov/Archives/edgar/data/0000063908/000142284910000306/0001422849-10-000306-index.htm,0000063908
524,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2010-01-29		,,https://www.sec.gov/Archives/edgar/data/0000063908/000108636410008399/0001086364-10-008399-index.htm,0000063908
525,8-K	Current report,	2010-01-26,	2010-01-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510013120/0001193125-10-013120-index.htm,0000063908
526,8-K	Current report,	2010-01-22,	2010-01-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312510010248/0001193125-10-010248-index.htm,0000063908
527,8-K	Current report,	2010-01-15,	2010-01-11	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390810000003/0000063908-10-000003-index.htm,0000063908
528,8-K	Current report,	2009-12-23,	2009-12-18	,https://www.sec.gov/Archives/edgar/data/0000063908/000090342309000942/0000903423-09-000942-index.htm,0000063908
529,8-K	Current report,	2009-12-09,	2009-12-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000048/0000063908-09-000048-index.htm,0000063908
530,8-K	Current report,	2009-12-04,	2009-11-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000045/0000063908-09-000045-index.htm,0000063908
531,8-K	Current report,	2009-11-12,	2009-11-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000041/0000063908-09-000041-index.htm,0000063908
532,8-K	Current report,	2009-11-10,	2009-11-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000038/0000063908-09-000038-index.htm,0000063908
533,10-Q	Quarterly report [Sections 13 or 15(d)],	2009-11-05,	2009-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509224951/0001193125-09-224951-index.htm,0000063908
534,8-K	Current report,	2009-10-22,	2009-10-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509211569/0001193125-09-211569-index.htm,0000063908
535,25	Notification of the removal from listing and registration of matured redeemed or retired securities,	2009-10-20		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509210104/0001193125-09-210104-index.htm,0000063908
536,S-3ASR	Automatic shelf registration statement of securities of well-known seasoned issuers,	2009-09-28		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465909056627/0001104659-09-056627-index.htm,0000063908
537,8-K	Current report,	2009-09-28,	2009-09-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000035/0000063908-09-000035-index.htm,0000063908
538,8-K	Current report,	2009-09-25,	2009-09-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000032/0000063908-09-000032-index.htm,0000063908
539,8-K	Current report,	2009-09-09,	2009-09-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000030/0000063908-09-000030-index.htm,0000063908
540,8-K	Current report,	2009-08-11,	2009-08-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000027/0000063908-09-000027-index.htm,0000063908
541,10-Q	Quarterly report [Sections 13 or 15(d)],	2009-08-06,	2009-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509166658/0001193125-09-166658-index.htm,0000063908
542,8-K	Current report,	2009-07-23,	2009-07-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509153602/0001193125-09-153602-index.htm,0000063908
543,424B3	Prospectus [Rule 424(b)(3)],	2009-06-22		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509134534/0001193125-09-134534-index.htm,0000063908
544,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2009-06-22		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509134533/0001193125-09-134533-index.htm,0000063908
545,11-K	Annual report of employee stock purchase savings and similar plans,	2009-06-11,	2008-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509129372/0001193125-09-129372-index.htm,0000063908
546,8-K	Current report,	2009-06-08,	2009-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000024/0000063908-09-000024-index.htm,0000063908
547,8-K	Current report,	2009-05-28,	2009-05-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000021/0000063908-09-000021-index.htm,0000063908
548,8-K	Current report,	2009-05-18,	2009-05-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509113888/0001193125-09-113888-index.htm,0000063908
549,8-K	Current report,	2009-05-11,	2009-05-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000018/0000063908-09-000018-index.htm,0000063908
550,10-Q	Quarterly report [Sections 13 or 15(d)],	2009-05-05,	2009-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509099193/0001193125-09-099193-index.htm,0000063908
551,8-K	Current report,	2009-04-22,	2009-04-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509084129/0001193125-09-084129-index.htm,0000063908
552,ARS	Annual Report to Security Holders,	2009-04-20,	2008-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999709018168/9999999997-09-018168-index.htm,0000063908
553,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2009-04-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509081439/0001193125-09-081439-index.htm,0000063908
554,DEF 14A	Other definitive proxy statements,	2009-04-17,	2009-05-27	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509081437/0001193125-09-081437-index.htm,0000063908
555,8-K	Current report,	2009-04-13,	2009-04-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509077825/0001193125-09-077825-index.htm,0000063908
556,EFFECT	Notice of Effectiveness,	2009-03-23		,,https://www.sec.gov/Archives/edgar/data/0000063908/999999999509000695/9999999995-09-000695-index.htm,0000063908
557,NO ACT	No Action Letter,	2009-03-19,	2009-03-19	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999709016604/9999999997-09-016604-index.htm,0000063908
558,POS AM	Post-Effective amendments for registration statement,	2009-03-19		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000015/0000063908-09-000015-index.htm,0000063908
559,NO ACT	No Action Letter,	2009-03-11,	2009-03-10	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999709013232/9999999997-09-013232-index.htm,0000063908
560,8-K	Current report,	2009-03-10,	2009-03-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000013/0000063908-09-000013-index.htm,0000063908
561,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2009-03-05		,,https://www.sec.gov/Archives/edgar/data/0000063908/000090342309000200/0000903423-09-000200-index.htm,0000063908
562,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2009-02-25,	2008-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509037008/0001193125-09-037008-index.htm,0000063908
563,8-K	Current report,	2009-02-18,	2009-02-11	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000010/0000063908-09-000010-index.htm,0000063908
564,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2009-02-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000031506609001896/0000315066-09-001896-index.htm,0000063908
565,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2009-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509028684/0001193125-09-028684-index.htm,0000063908
566,8-K	Current report,	2009-02-10,	2009-02-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000007/0000063908-09-000007-index.htm,0000063908
567,8-K	Current report,	2009-01-26,	2009-01-26	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312509010789/0001193125-09-010789-index.htm,0000063908
568,8-K	Current report,	2009-01-23,	2009-01-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390809000003/0000063908-09-000003-index.htm,0000063908
569,424B2	Prospectus [Rule 424(b)(2)],	2009-01-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465909002303/0001104659-09-002303-index.htm,0000063908
570,424B2	Prospectus [Rule 424(b)(2)],	2009-01-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465909002302/0001104659-09-002302-index.htm,0000063908
571,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2009-01-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465909002065/0001104659-09-002065-index.htm,0000063908
572,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2009-01-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465909002064/0001104659-09-002064-index.htm,0000063908
573,8-K	Current report,	2008-12-09,	2008-12-04	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000030/0000063908-08-000030-index.htm,0000063908
574,8-K	Current report,	2008-11-10,	2008-11-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000027/0000063908-08-000027-index.htm,0000063908
575,10-Q	Quarterly report [Sections 13 or 15(d)],	2008-11-06,	2008-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508227354/0001193125-08-227354-index.htm,0000063908
576,8-K	Current report,	2008-10-22,	2008-10-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508214007/0001193125-08-214007-index.htm,0000063908
577,8-K	Current report,	2008-09-26,	2008-09-25	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000025/0000063908-08-000025-index.htm,0000063908
578,8-K	Current report,	2008-09-09,	2008-09-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000023/0000063908-08-000023-index.htm,0000063908
579,8-K	Current report,	2008-08-11,	2008-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000020/0000063908-08-000020-index.htm,0000063908
580,10-Q	Quarterly report [Sections 13 or 15(d)],	2008-08-06,	2008-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508167816/0001193125-08-167816-index.htm,0000063908
581,8-K	Current report,	2008-07-23,	2008-07-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508155798/0001193125-08-155798-index.htm,0000063908
582,8-K	Current report,	2008-07-18,	2008-07-17	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000018/0000063908-08-000018-index.htm,0000063908
583,11-K	Annual report of employee stock purchase savings and similar plans,	2008-06-13,	2007-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508133445/0001193125-08-133445-index.htm,0000063908
584,8-K	Current report,	2008-06-10,	2008-06-09	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000015/0000063908-08-000015-index.htm,0000063908
585,15-12B	Securities registration termination [Section 12(b)],	2008-05-30		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000011/0000063908-08-000011-index.htm,0000063908
586,8-K	Current report,	2008-05-27,	2008-05-21	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000008/0000063908-08-000008-index.htm,0000063908
587,8-K	Current report,	2008-05-08,	2008-05-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390808000005/0000063908-08-000005-index.htm,0000063908
588,10-Q	Quarterly report [Sections 13 or 15(d)],	2008-05-06,	2008-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508103615/0001193125-08-103615-index.htm,0000063908
589,8-K	Current report,	2008-04-22,	2008-04-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508086268/0001193125-08-086268-index.htm,0000063908
590,ARS	Annual Report to Security Holders,	2008-04-10,	2007-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999708019401/9999999997-08-019401-index.htm,0000063908
591,DEFA14A	Additional definitive proxy soliciting materials and Rule 14(a)(12) material,	2008-04-09		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508077863/0001193125-08-077863-index.htm,0000063908
592,DEF 14A	Other definitive proxy statements,	2008-04-09,	2008-05-22	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508077858/0001193125-08-077858-index.htm,0000063908
593,S-8	Securities to be offered to employees in employee benefit plans,	2008-03-31		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508071065/0001193125-08-071065-index.htm,0000063908
594,S-3ASR	Automatic shelf registration statement of securities of well-known seasoned issuers,	2008-03-28		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508069065/0001193125-08-069065-index.htm,0000063908
595,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2008-03-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508064029/0001193125-08-064029-index.htm,0000063908
596,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2008-03-25		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508064026/0001193125-08-064026-index.htm,0000063908
597,NO ACT	No Action Letter,	2008-03-12,	2008-01-18	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999708011190/9999999997-08-011190-index.htm,0000063908
598,8-K	Current report,	2008-03-12,	2008-03-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508054282/0001193125-08-054282-index.htm,0000063908
599,NO ACT	No Action Letter,	2008-03-03,	2008-02-05	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999708009285/9999999997-08-009285-index.htm,0000063908
600,424B2	Prospectus [Rule 424(b)(2)],	2008-02-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465908013328/0001104659-08-013328-index.htm,0000063908
601,424B2	Prospectus [Rule 424(b)(2)],	2008-02-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465908013327/0001104659-08-013327-index.htm,0000063908
602,424B2	Prospectus [Rule 424(b)(2)],	2008-02-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465908013325/0001104659-08-013325-index.htm,0000063908
603,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2008-02-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465908012998/0001104659-08-012998-index.htm,0000063908
604,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2008-02-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465908012995/0001104659-08-012995-index.htm,0000063908
605,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2008-02-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465908012993/0001104659-08-012993-index.htm,0000063908
606,10-K	Annual report [Section 13 and 15(d) not S-K Item 405],	2008-02-25,	2007-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508037220/0001193125-08-037220-index.htm,0000063908
607,8-K	Current report,	2008-02-20,	2008-02-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508034473/0001193125-08-034473-index.htm,0000063908
608,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2008-02-14		,,https://www.sec.gov/Archives/edgar/data/0000063908/000088800208000482/0000888002-08-000482-index.htm,0000063908
609,NO ACT	No Action Letter,	2008-02-13,	2008-02-13	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999708006488/9999999997-08-006488-index.htm,0000063908
610,SC 13G	Statement of acquisition of beneficial ownership by individuals,	2008-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508028769/0001193125-08-028769-index.htm,0000063908
611,SC 13G/A	Statement of acquisition of beneficial ownership by individuals - amendment,	2008-02-13		,,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508027798/0001193125-08-027798-index.htm,0000063908
612,8-K	Current report,	2008-02-11,	2008-02-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508025516/0001193125-08-025516-index.htm,0000063908
613,NO ACT	No Action Letter,	2008-01-31,	2008-01-31	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999708005021/9999999997-08-005021-index.htm,0000063908
614,8-K	Current report,	2008-01-29,	2008-01-23	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508014403/0001193125-08-014403-index.htm,0000063908
615,NO ACT	No Action Letter,	2008-01-28,	2008-01-18	,https://www.sec.gov/Archives/edgar/data/0000063908/999999999708004584/9999999997-08-004584-index.htm,0000063908
616,8-K	Current report,	2008-01-28,	2008-01-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312508012822/0001193125-08-012822-index.htm,0000063908
617,8-K	Current report,	2007-12-10,	2007-12-10	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000061/0000063908-07-000061-index.htm,0000063908
618,8-K	Current report,	2007-12-04,	2007-11-28	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507258806/0001193125-07-258806-index.htm,0000063908
619,8-K	Current report,	2007-11-19,	2007-11-13	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507250182/0001193125-07-250182-index.htm,0000063908
620,8-K	Current report,	2007-11-13,	2007-11-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000058/0000063908-07-000058-index.htm,0000063908
621,10-Q	Quarterly report [Sections 13 or 15(d)],	2007-11-02,	2007-09-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507233434/0001193125-07-233434-index.htm,0000063908
622,8-K	Current report,	2007-10-19,	2007-10-19	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507221662/0001193125-07-221662-index.htm,0000063908
623,424B2	Prospectus [Rule 424(b)(2)],	2007-10-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465907075366/0001104659-07-075366-index.htm,0000063908
624,424B2	Prospectus [Rule 424(b)(2)],	2007-10-17		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465907075324/0001104659-07-075324-index.htm,0000063908
625,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2007-10-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465907075074/0001104659-07-075074-index.htm,0000063908
626,FWP	Filing under Securities Act Rules 163/433 of free writing prospectuses,	2007-10-16		,,https://www.sec.gov/Archives/edgar/data/0000063908/000110465907075073/0001104659-07-075073-index.htm,0000063908
627,8-K	Current report,	2007-10-12,	2007-10-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000055/0000063908-07-000055-index.htm,0000063908
628,25-NSE	Notification filed by national security exchange to report the removal from listing and registration of matured redeemed or retired securities,	2007-09-24		,,https://www.sec.gov/Archives/edgar/data/0000063908/000087666107000774/0000876661-07-000774-index.htm,0000063908
629,8-K	Current report,	2007-09-13,	2007-09-12	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000052/0000063908-07-000052-index.htm,0000063908
630,8-K	Current report,	2007-09-11,	2007-09-11	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000050/0000063908-07-000050-index.htm,0000063908
631,8-K	Current report,	2007-08-08,	2007-08-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000047/0000063908-07-000047-index.htm,0000063908
632,10-Q	Quarterly report [Sections 13 or 15(d)],	2007-08-06,	2007-06-30	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507171645/0001193125-07-171645-index.htm,0000063908
633,8-K	Current report,	2007-07-24,	2007-07-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000044/0000063908-07-000044-index.htm,0000063908
634,8-K	Current report,	2007-07-24,	2007-07-24	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507160296/0001193125-07-160296-index.htm,0000063908
635,8-K	Current report,	2007-07-16,	2007-07-16	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507155707/0001193125-07-155707-index.htm,0000063908
636,11-K	Annual report of employee stock purchase savings and similar plans,	2007-06-28,	2006-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507145878/0001193125-07-145878-index.htm,0000063908
637,11-K	Annual report of employee stock purchase savings and similar plans,	2007-06-28,	2006-12-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507145873/0001193125-07-145873-index.htm,0000063908
638,8-K	Current report,	2007-06-11,	2007-06-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000041/0000063908-07-000041-index.htm,0000063908
639,8-K	Current report,	2007-05-08,	2007-05-08	,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000038/0000063908-07-000038-index.htm,0000063908
640,10-Q	Quarterly report [Sections 13 or 15(d)],	2007-05-04,	2007-03-31	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507102379/0001193125-07-102379-index.htm,0000063908
641,UPLOAD	SEC-generated letter,	2007-05-02		,,https://www.sec.gov/Archives/edgar/data/0000063908/000000000007021890/0000000000-07-021890-index.htm,0000063908
642,CORRESP	Correspondence,	2007-04-27		,,https://www.sec.gov/Archives/edgar/data/0000063908/000006390807000035/0000063908-07-000035-index.htm,0000063908
643,8-K	Current report,	2007-04-20,	2007-04-20	,https://www.sec.gov/Archives/edgar/data/0000063908/000119312507085777/0001193125-07-085777-index.htm,0000063908
